,סמל ועדה,מצביעים,פסולים,מחוז,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,מרחב משטרה,אשכול רשויות מקומיות,label
970,18,320,2,6,624.0,51.0,0.0,1.0,603.0,552.0,14.0,1953.0,330,15.0,2365959563.0,-346.0,10001911.0,0.0,False
909,5,567,1,2,233.0,9.0,0.0,1.0,1026.0,987.0,0.0,1948.0,330,15.0,2393472920.0,111.0,10004394.0,213.0,False
312,5,577,2,2,233.0,9.0,0.0,1.0,1026.0,987.0,0.0,1948.0,330,15.0,2393472920.0,111.0,10004394.0,213.0,False
910,18,538,1,6,622.0,38.0,0.0,1.0,1156.0,1118.0,1.0,1982.0,310,1.0,1468957689.0,100.0,10001893.0,620.0,False
841,18,553,0,6,622.0,38.0,0.0,1.0,1156.0,1118.0,1.0,1982.0,310,1.0,1468957689.0,100.0,10001893.0,620.0,False
911,9,351,1,3,322.0,15.0,243.0,1.0,632.0,596.0,2.0,1954.0,370,19.0,1987073396.0,66.0,10004333.0,0.0,False
45,9,358,1,3,322.0,15.0,243.0,1.0,632.0,596.0,2.0,1954.0,370,19.0,1987073396.0,66.0,10004333.0,0.0,False
912,10,545,2,4,411.0,16.0,141.0,1.0,827.0,813.0,0.0,1931.0,330,15.0,1943869867.0,17.0,15000060.0,0.0,False
102,10,555,0,4,411.0,16.0,141.0,1.0,827.0,813.0,0.0,1931.0,330,15.0,1943869867.0,17.0,15000060.0,0.0,False
913,6,543,0,2,246.0,4.0,241.0,1.0,1238.0,1203.0,0.0,1938.0,330,15.0,2093675650.0,1.0,10004315.0,212.0,False
189,6,522,0,2,246.0,4.0,241.0,1.0,1238.0,1203.0,0.0,1938.0,330,15.0,2093675650.0,1.0,10004315.0,212.0,False
914,5,331,0,2,231.0,7.0,0.0,1.0,626.0,621.0,0.0,1946.0,330,3.0,2473670851.0,-172.0,10004568.0,214.0,False
268,5,312,1,2,231.0,7.0,0.0,1.0,626.0,621.0,0.0,1946.0,330,3.0,2473670851.0,-172.0,10004568.0,214.0,False
915,5,473,2,2,236.0,13.0,0.0,1.0,775.0,770.0,0.0,1944.0,350,0.0,2082272605.0,216.0,10004394.0,213.0,False
254,5,467,0,2,236.0,13.0,0.0,1.0,775.0,770.0,0.0,1944.0,350,0.0,2082272605.0,216.0,10004394.0,213.0,False
916,5,527,0,2,236.0,13.0,0.0,1.0,833.0,726.0,1.0,1937.0,330,15.0,2096872240.0,240.0,10004394.0,213.0,False
175,5,527,2,2,236.0,13.0,0.0,1.0,833.0,726.0,1.0,1937.0,330,15.0,2096872240.0,240.0,10004394.0,213.0,False
917,18,187,1,6,622.0,38.0,0.0,1.0,351.0,292.0,1.0,1950.0,330,6.0,1430658468.0,97.0,10001893.0,620.0,False
475,18,180,1,6,622.0,38.0,0.0,1.0,351.0,292.0,1.0,1950.0,330,6.0,1430658468.0,97.0,10001893.0,620.0,False
918,10,848,3,4,411.0,18.0,141.0,1.0,1512.0,1493.0,1.0,1930.0,310,1.0,1937568567.0,41.0,15000060.0,0.0,False
93,10,879,2,4,411.0,18.0,141.0,1.0,1512.0,1493.0,1.0,1930.0,310,1.0,1937568567.0,41.0,15000060.0,0.0,False
919,3,187,0,2,292.0,71.0,0.0,1.0,348.0,325.0,0.0,1968.0,330,15.0,2746877807.0,946.0,10004579.0,211.0,False
1170,3,183,0,2,292.0,71.0,0.0,1.0,348.0,325.0,0.0,1968.0,330,15.0,2746877807.0,946.0,10004579.0,211.0,False
920,9,137,0,3,322.0,15.0,243.0,2.0,304.0,0.0,304.0,1949.0,450,0.0,2002573302.0,195.0,10004333.0,0.0,False
899,9,116,4,3,322.0,15.0,243.0,2.0,304.0,0.0,304.0,1949.0,450,0.0,2002573302.0,195.0,10004333.0,0.0,False
921,5,378,2,2,232.0,8.0,0.0,1.0,556.0,545.0,0.0,1921.0,330,15.0,2369971883.0,6.0,10004394.0,213.0,False
55,5,376,1,2,232.0,8.0,0.0,1.0,556.0,545.0,0.0,1921.0,330,15.0,2369971883.0,6.0,10004394.0,213.0,False
922,5,496,0,2,232.0,8.0,0.0,1.0,733.0,717.0,0.0,1921.0,330,15.0,2370271825.0,-51.0,10004394.0,213.0,False
51,5,497,0,2,232.0,8.0,0.0,1.0,733.0,717.0,0.0,1921.0,330,15.0,2370271825.0,-51.0,10004394.0,213.0,False
923,18,386,0,6,625.0,54.0,0.0,1.0,712.0,702.0,0.0,1951.0,310,1.0,2226250753.0,-93.0,10001918.0,610.0,False
594,18,400,0,6,625.0,54.0,0.0,1.0,712.0,702.0,0.0,1951.0,310,1.0,2226250753.0,-93.0,10001918.0,610.0,False
924,6,563,1,2,243.0,52.0,0.0,1.0,1106.0,1076.0,3.0,1950.0,310,1.0,2217976826.0,350.0,10004484.0,212.0,False
601,6,550,1,2,243.0,52.0,0.0,1.0,1106.0,1076.0,3.0,1950.0,310,1.0,2217976826.0,350.0,10004484.0,212.0,False
925,9,405,0,3,321.0,15.0,243.0,1.0,915.0,897.0,0.0,1947.0,330,15.0,1958473145.0,18.0,10004333.0,0.0,False
302,9,405,2,3,321.0,15.0,243.0,1.0,915.0,897.0,0.0,1947.0,330,15.0,1958473145.0,18.0,10004333.0,0.0,False
926,5,6608,33,2,237.0,99.0,0.0,2.0,13130.0,4.0,13112.0,1949.0,270,0.0,2333773642.0,263.0,10004453.0,213.0,True
380,5,5327,33,2,237.0,99.0,0.0,2.0,13130.0,4.0,13112.0,1949.0,270,0.0,2333773642.0,263.0,10004453.0,213.0,True
927,2,955,18,1,111.0,26.0,444.0,2.0,3424.0,0.0,3423.0,1949.0,290,0.0,2114463339.0,580.0,10002475.0,0.0,False
369,2,918,25,1,111.0,26.0,444.0,2.0,3424.0,0.0,3423.0,1949.0,290,0.0,2114463339.0,580.0,10002475.0,0.0,False
928,9,320,1,3,324.0,14.0,0.0,1.0,561.0,559.0,0.0,1934.0,310,1.0,2011170996.0,60.0,10004261.0,0.0,False
142,9,330,0,3,324.0,14.0,0.0,1.0,561.0,559.0,0.0,1934.0,310,1.0,2011170996.0,60.0,10004261.0,0.0,False
929,17,359,2,6,611.0,34.0,0.0,1.0,892.0,885.0,0.0,1949.0,330,3.0,1735162269.0,50.0,10001821.0,0.0,False
447,17,363,0,6,611.0,34.0,0.0,1.0,892.0,885.0,0.0,1949.0,330,3.0,1735162269.0,50.0,10001821.0,0.0,False
930,3,16,0,2,291.0,99.0,0.0,2.0,2063.0,0.0,2063.0,1949.0,290,0.0,2685979361.0,569.0,10004579.0,211.0,False
1169,3,34,0,2,291.0,99.0,0.0,2.0,2063.0,0.0,2063.0,1949.0,290,0.0,2685979361.0,569.0,10004579.0,211.0,False
931,2,373,13,1,111.0,26.0,444.0,2.0,1243.0,9.0,1233.0,1949.0,450,0.0,2109863306.0,562.0,10002475.0,0.0,False
364,2,349,8,1,111.0,26.0,444.0,2.0,1243.0,9.0,1233.0,1949.0,450,0.0,2109863306.0,562.0,10002475.0,0.0,False
932,9,427,0,3,324.0,14.0,0.0,1.0,553.0,535.0,0.0,1927.0,330,15.0,2009070775.0,40.0,10004261.0,0.0,False
81,9,428,1,3,324.0,14.0,0.0,1.0,553.0,535.0,0.0,1927.0,330,15.0,2009070775.0,40.0,10004261.0,0.0,False
933,10,818,4,4,411.0,18.0,141.0,1.0,1603.0,1589.0,0.0,1950.0,350,0.0,1941268670.0,60.0,15000060.0,0.0,False
655,10,831,1,4,411.0,18.0,141.0,1.0,1603.0,1589.0,0.0,1950.0,350,0.0,1941268670.0,60.0,15000060.0,0.0,False
934,18,95,0,6,624.0,51.0,0.0,1.0,190.0,184.0,0.0,1982.0,310,10.0,2356653913.0,-360.0,10001911.0,0.0,False
851,18,79,0,6,624.0,51.0,0.0,1.0,190.0,184.0,0.0,1982.0,310,10.0,2356653913.0,-360.0,10001911.0,0.0,False
935,11,474,0,4,422.0,20.0,142.0,1.0,812.0,795.0,0.0,1925.0,330,15.0,1943566550.0,42.0,10002168.0,0.0,False
650,11,456,1,4,422.0,20.0,142.0,1.0,812.0,795.0,0.0,1925.0,330,15.0,1943566550.0,42.0,10002168.0,0.0,False
936,6,26526,172,2,246.0,0.0,241.0,4.0,48930.0,29537.0,15537.0,1948.0,160,0.0,2082275927.0,-2.0,10004315.0,212.0,True
1191,6,25759,224,2,246.0,0.0,241.0,4.0,48930.0,29537.0,15537.0,1948.0,160,0.0,2082275927.0,-2.0,10004315.0,212.0,True
937,18,265,0,6,622.0,39.0,0.0,1.0,510.0,510.0,0.0,1966.0,330,3.0,1537659579.0,90.0,10001930.0,620.0,False
762,18,264,1,6,622.0,39.0,0.0,1.0,510.0,510.0,0.0,1966.0,330,3.0,1537659579.0,90.0,10001930.0,620.0,False
938,2,1658,4,7,0.0,73.0,0.0,1.0,4311.0,4283.0,0.0,1984.0,190,0.0,2253466435.0,550.0,10003299.0,0.0,False
1111,2,1640,7,7,0.0,73.0,0.0,1.0,4311.0,4283.0,0.0,1984.0,190,0.0,2253466435.0,550.0,10003299.0,0.0,False
939,19,1356,0,7,0.0,72.0,145.0,1.0,2739.0,2722.0,0.0,1982.0,190,0.0,2062566427.0,289.0,10003262.0,0.0,False
1092,19,1238,2,7,0.0,72.0,145.0,1.0,2739.0,2722.0,0.0,1982.0,190,0.0,2062566427.0,289.0,10003262.0,0.0,False
940,3,452,0,2,212.0,2.0,0.0,1.0,712.0,712.0,0.0,1949.0,310,2.0,2470477293.0,640.0,10004528.0,211.0,False
487,3,441,2,2,212.0,2.0,0.0,1.0,712.0,712.0,0.0,1949.0,310,2.0,2470477293.0,640.0,10004528.0,211.0,False
941,2,740,0,7,0.0,73.0,445.0,1.0,1378.0,1342.0,0.0,1982.0,370,11.0,2280763760.0,427.0,10003314.0,0.0,False
1083,2,736,3,7,0.0,73.0,445.0,1.0,1378.0,1342.0,0.0,1982.0,370,11.0,2280763760.0,427.0,10003314.0,0.0,False
942,3,97,2,2,212.0,2.0,0.0,1.0,135.0,132.0,0.0,1980.0,370,19.0,2493976704.0,682.0,10004528.0,211.0,False
818,3,103,1,2,212.0,2.0,0.0,1.0,135.0,132.0,0.0,1980.0,370,19.0,2493976704.0,682.0,10004528.0,211.0,False
943,2,66,0,7,0.0,73.0,0.0,1.0,198.0,198.0,0.0,2018.0,370,0.0,2311666140.0,725.0,10003299.0,0.0,False
1135,2,68,0,7,0.0,73.0,0.0,1.0,198.0,198.0,0.0,2018.0,370,0.0,2311666140.0,725.0,10003299.0,0.0,False
944,2,449,1,1,111.0,26.0,444.0,1.0,1126.0,1112.0,0.0,1950.0,310,1.0,2135062877.0,796.0,10002521.0,0.0,False
570,2,470,0,1,111.0,26.0,444.0,1.0,1126.0,1112.0,0.0,1950.0,310,1.0,2135062877.0,796.0,10002521.0,0.0,False
945,3,267,1,2,213.0,1.0,0.0,1.0,441.0,429.0,1.0,1946.0,330,15.0,2509375929.0,223.0,10004540.0,211.0,False
269,3,276,1,2,213.0,1.0,0.0,1.0,441.0,429.0,1.0,1946.0,330,15.0,2509375929.0,223.0,10004540.0,211.0,False
946,18,140,1,6,622.0,38.0,0.0,1.0,206.0,204.0,1.0,1957.0,310,1.0,1440657325.0,120.0,10001893.0,620.0,False
215,18,138,0,6,622.0,38.0,0.0,1.0,206.0,204.0,1.0,1957.0,310,1.0,1440657325.0,120.0,10001893.0,620.0,False
947,9,395,1,3,323.0,45.0,0.0,1.0,738.0,713.0,0.0,1950.0,310,9.0,2022171878.0,70.0,10004333.0,0.0,False
564,9,404,0,3,323.0,45.0,0.0,1.0,738.0,713.0,0.0,1950.0,310,9.0,2022171878.0,70.0,10004333.0,0.0,False
948,3,351,3,2,211.0,1.0,0.0,1.0,592.0,561.0,3.0,1939.0,330,15.0,2582378705.0,75.0,10004591.0,211.0,False
216,3,357,0,2,211.0,1.0,0.0,1.0,592.0,561.0,3.0,1939.0,330,15.0,2582378705.0,75.0,10004591.0,211.0,False
949,19,1659,2,7,0.0,99.0,145.0,1.0,3693.0,3690.0,0.0,1983.0,190,0.0,2131767440.0,250.0,10003262.0,0.0,False
1078,19,1609,5,7,0.0,99.0,145.0,1.0,3693.0,3690.0,0.0,1983.0,190,0.0,2131767440.0,250.0,10003262.0,0.0,False
950,6,449,3,2,245.0,4.0,0.0,1.0,753.0,742.0,0.0,1949.0,310,1.0,2154876490.0,59.0,10004302.0,212.0,False
505,6,424,2,2,245.0,4.0,0.0,1.0,753.0,742.0,0.0,1949.0,310,1.0,2154876490.0,59.0,10004302.0,212.0,False
951,10,429,1,7,0.0,72.0,0.0,1.0,859.0,857.0,0.0,1981.0,370,11.0,2120668784.0,239.0,10003262.0,0.0,False
1081,10,421,0,7,0.0,72.0,0.0,1.0,859.0,857.0,0.0,1981.0,370,11.0,2120668784.0,239.0,10003262.0,0.0,False
952,8,5136,40,3,311.0,99.0,223.0,2.0,12354.0,111.0,12171.0,1949.0,270,0.0,2063873586.0,359.0,10004171.0,0.0,True
381,8,5187,38,3,311.0,99.0,223.0,2.0,12354.0,111.0,12171.0,1949.0,270,0.0,2063873586.0,359.0,10004171.0,0.0,True
953,5,26407,163,2,234.0,0.0,0.0,1.0,51737.0,46291.0,514.0,1925.0,150,0.0,2286172472.0,54.0,10004394.0,213.0,True
1192,5,26227,190,2,234.0,0.0,0.0,1.0,51737.0,46291.0,514.0,1925.0,150,0.0,2286172472.0,54.0,10004394.0,213.0,True
954,19,1072,3,7,0.0,72.0,145.0,1.0,2292.0,2226.0,0.0,1985.0,190,0.0,2046166960.0,148.0,10003262.0,0.0,False
1118,19,1068,5,7,0.0,72.0,145.0,1.0,2292.0,2226.0,0.0,1985.0,190,0.0,2046166960.0,148.0,10003262.0,0.0,False
955,6,664,1,2,241.0,56.0,241.0,1.0,1120.0,1105.0,5.0,1953.0,370,13.0,2239175235.0,267.0,10004513.0,210.0,False
662,6,671,1,2,241.0,56.0,241.0,1.0,1120.0,1105.0,5.0,1953.0,370,13.0,2239175235.0,267.0,10004513.0,210.0,False
956,6,12066,35,2,241.0,0.0,0.0,2.0,25369.0,0.0,25328.0,1949.0,260,0.0,2319775077.0,180.0,10004513.0,0.0,True
379,6,10863,503,2,241.0,0.0,0.0,2.0,25369.0,0.0,25328.0,1949.0,260,0.0,2319775077.0,180.0,10004513.0,0.0,True
957,6,549,4,2,244.0,4.0,0.0,2.0,1662.0,0.0,1662.0,1949.0,450,0.0,2214477704.0,320.0,10004302.0,212.0,False
847,6,309,3,2,244.0,4.0,0.0,2.0,1662.0,0.0,1662.0,1949.0,450,0.0,2214477704.0,320.0,10004302.0,212.0,False
958,6,285,6,2,241.0,56.0,241.0,2.0,788.0,0.0,788.0,1949.0,450,0.0,2274875480.0,249.0,10004513.0,210.0,False
910,6,258,14,2,241.0,56.0,241.0,2.0,788.0,0.0,788.0,1949.0,450,0.0,2274875480.0,249.0,10004513.0,210.0,False
959,18,12774,92,6,623.0,0.0,0.0,1.0,26451.0,21427.0,819.0,1961.0,160,0.0,2203657414.0,-32.0,10001911.0,610.0,True
998,18,12841,103,6,623.0,0.0,0.0,1.0,26451.0,21427.0,819.0,1961.0,160,0.0,2203657414.0,-32.0,10001911.0,610.0,True
960,17,544,1,6,611.0,33.0,143.0,1.0,1164.0,1133.0,0.0,1949.0,310,1.0,1785162692.0,60.0,10001821.0,420.0,False
423,17,531,5,6,611.0,33.0,143.0,1.0,1164.0,1133.0,0.0,1949.0,310,1.0,1785162692.0,60.0,10001821.0,420.0,False
961,9,9119,38,3,323.0,99.0,0.0,2.0,24904.0,13.0,24860.0,1949.0,260,0.0,2086871174.0,90.0,10004233.0,0.0,True
455,9,7377,57,3,323.0,99.0,0.0,2.0,24904.0,13.0,24860.0,1949.0,260,0.0,2086871174.0,90.0,10004233.0,0.0,True
962,18,5113,26,6,623.0,99.0,0.0,2.0,17640.0,1.0,17633.0,1949.0,270,0.0,2021956302.0,410.0,15003711.0,610.0,False
801,18,4387,31,6,623.0,99.0,0.0,2.0,17640.0,1.0,17633.0,1949.0,270,0.0,2021956302.0,410.0,15003711.0,610.0,True
963,13,701,2,4,441.0,32.0,143.0,1.0,998.0,986.0,0.0,1954.0,350,0.0,1761763696.0,49.0,15002488.0,0.0,False
421,13,686,0,4,441.0,32.0,143.0,1.0,998.0,986.0,0.0,1954.0,350,0.0,1761763696.0,49.0,15002488.0,0.0,False
964,9,4257,11,3,321.0,15.0,223.0,1.0,8047.0,7752.0,70.0,1904.0,180,0.0,1948973295.0,4.0,10004710.0,0.0,False
30,9,4063,24,3,321.0,15.0,223.0,1.0,8047.0,7752.0,70.0,1904.0,180,0.0,1948973295.0,4.0,10004710.0,0.0,False
965,2,346,0,7,0.0,78.0,0.0,1.0,1037.0,1035.0,0.0,1983.0,370,11.0,2027959416.0,677.0,15003512.0,0.0,False
1099,2,350,0,7,0.0,78.0,0.0,1.0,1037.0,1035.0,0.0,1983.0,370,11.0,2027959416.0,677.0,15003512.0,0.0,False
966,18,260,1,6,625.0,54.0,0.0,1.0,481.0,462.0,3.0,1972.0,310,1.0,2146947481.0,99.0,10001918.0,610.0,False
767,18,260,0,6,625.0,54.0,0.0,1.0,481.0,462.0,3.0,1972.0,310,1.0,2146947481.0,99.0,10001918.0,610.0,False
967,19,933,0,7,0.0,72.0,145.0,1.0,1910.0,1908.0,0.0,1984.0,370,2.0,2050866319.0,328.0,10003262.0,0.0,False
1114,19,899,1,7,0.0,72.0,145.0,1.0,1910.0,1908.0,0.0,1984.0,370,2.0,2050866319.0,328.0,10003262.0,0.0,False
968,18,248,1,6,622.0,42.0,344.0,1.0,497.0,486.0,0.0,1950.0,310,1.0,1629858183.0,110.0,10001893.0,620.0,False
543,18,240,0,6,622.0,42.0,344.0,1.0,497.0,486.0,0.0,1950.0,310,1.0,1629858183.0,110.0,10001893.0,620.0,False
969,12,465,1,4,432.0,30.0,143.0,1.0,818.0,816.0,0.0,1951.0,310,1.0,1889964061.0,89.0,10002228.0,0.0,False
622,12,469,2,4,432.0,30.0,143.0,1.0,818.0,816.0,0.0,1951.0,310,1.0,1889964061.0,89.0,10002228.0,0.0,False
970,4,184,1,2,221.0,6.0,0.0,1.0,375.0,359.0,0.0,1949.0,350,0.0,2515473616.0,-12.0,10004552.0,214.0,False
735,4,174,0,2,221.0,6.0,0.0,1.0,375.0,359.0,0.0,1949.0,350,0.0,2515473616.0,-12.0,10004552.0,214.0,False
971,4,708,3,2,221.0,6.0,0.0,1.0,1202.0,1127.0,13.0,1949.0,350,0.0,2506573889.0,104.0,10004552.0,214.0,False
736,4,685,1,2,221.0,6.0,0.0,1.0,1202.0,1127.0,13.0,1949.0,350,0.0,2506573889.0,104.0,10004552.0,214.0,False
972,4,575,4,2,221.0,6.0,0.0,1.0,1117.0,960.0,47.0,1955.0,350,0.0,2515473737.0,73.0,10004552.0,214.0,False
893,4,558,5,2,221.0,6.0,0.0,1.0,1117.0,960.0,47.0,1955.0,350,0.0,2515473737.0,73.0,10004552.0,214.0,False
973,9,5222,34,3,321.0,99.0,0.0,2.0,13085.0,7.0,13069.0,1949.0,270,0.0,1957972265.0,10.0,10004333.0,0.0,True
384,9,4798,64,3,321.0,99.0,0.0,2.0,13085.0,7.0,13069.0,1949.0,270,0.0,1957972265.0,10.0,10004333.0,0.0,True
974,10,673,3,4,411.0,18.0,141.0,1.0,1256.0,1248.0,0.0,1950.0,310,2.0,1955168698.0,44.0,15000060.0,0.0,False
559,10,647,7,4,411.0,18.0,141.0,1.0,1256.0,1248.0,0.0,1950.0,310,2.0,1955168698.0,44.0,15000060.0,0.0,False
975,18,538,2,6,622.0,42.0,344.0,1.0,909.0,904.0,0.0,1950.0,310,1.0,1581058190.0,85.0,10001893.0,620.0,False
542,18,556,2,6,622.0,42.0,344.0,1.0,909.0,904.0,0.0,1950.0,310,1.0,1581058190.0,85.0,10001893.0,620.0,False
976,13,442,0,4,442.0,27.0,143.0,1.0,659.0,638.0,0.0,1949.0,330,15.0,1723664904.0,3.0,15002488.0,0.0,False
427,13,423,1,4,442.0,27.0,143.0,1.0,659.0,638.0,0.0,1949.0,330,15.0,1723664904.0,3.0,15002488.0,0.0,False
977,2,175,2,7,0.0,78.0,0.0,1.0,586.0,586.0,0.0,1982.0,370,11.0,2157559933.0,756.0,15003512.0,0.0,False
1088,2,174,2,7,0.0,78.0,0.0,1.0,586.0,586.0,0.0,1982.0,370,11.0,2157559933.0,756.0,15003512.0,0.0,False
978,2,843,1,7,0.0,73.0,445.0,1.0,1903.0,1903.0,0.0,1981.0,370,11.0,2213864510.0,762.0,10003299.0,0.0,False
1077,2,819,4,7,0.0,73.0,445.0,1.0,1903.0,1903.0,0.0,1981.0,370,11.0,2213864510.0,762.0,10003299.0,0.0,False
979,6,1604,8,2,244.0,99.0,0.0,2.0,3149.0,0.0,3142.0,1949.0,290,0.0,2292977259.0,438.0,10004484.0,212.0,False
382,6,1516,7,2,244.0,99.0,0.0,2.0,3149.0,0.0,3142.0,1949.0,290,0.0,2292977259.0,438.0,10004484.0,212.0,False
980,18,304,0,6,621.0,42.0,0.0,1.0,558.0,556.0,0.0,1953.0,310,1.0,1708459426.0,169.0,10001930.0,620.0,False
985,18,310,1,6,621.0,42.0,0.0,1.0,558.0,556.0,0.0,1953.0,310,1.0,1708459426.0,169.0,10001930.0,620.0,False
981,5,187,1,7,0.0,75.0,0.0,1.0,283.0,283.0,0.0,1975.0,310,1.0,2419266123.0,-252.0,10003262.0,0.0,False
1051,5,195,0,7,0.0,75.0,0.0,1.0,283.0,283.0,0.0,1975.0,310,1.0,2419266123.0,-252.0,10003262.0,0.0,False
982,6,2964,20,2,243.0,99.0,0.0,2.0,5815.0,0.0,5814.0,1949.0,280,0.0,2313676484.0,469.0,10004484.0,0.0,False
383,6,2840,26,2,243.0,99.0,0.0,2.0,5815.0,0.0,5814.0,1949.0,280,0.0,2313676484.0,469.0,10004484.0,0.0,False
983,6,270,1,2,243.0,52.0,0.0,1.0,547.0,511.0,27.0,1955.0,310,19.0,2305376539.0,500.0,10004484.0,212.0,False
182,6,259,0,2,243.0,52.0,0.0,1.0,547.0,511.0,27.0,1955.0,310,19.0,2305376539.0,500.0,10004484.0,212.0,False
984,9,21841,83,3,324.0,99.0,0.0,1.0,42083.0,40787.0,48.0,1913.0,160,0.0,1979570875.0,19.0,10004261.0,0.0,True
1193,9,21443,102,3,324.0,99.0,0.0,1.0,42083.0,40787.0,48.0,1913.0,160,0.0,1979570875.0,19.0,10004261.0,0.0,True
985,10,3783,10,4,411.0,99.0,141.0,1.0,5830.0,5763.0,2.0,1942.0,180,0.0,1917869028.0,49.0,15000060.0,0.0,False
105,10,3775,7,4,411.0,99.0,141.0,1.0,5830.0,5763.0,2.0,1942.0,180,0.0,1917869028.0,49.0,15000060.0,0.0,False
986,3,314,2,2,212.0,2.0,0.0,1.0,566.0,549.0,1.0,1949.0,330,15.0,2407675967.0,372.0,10004528.0,211.0,False
429,3,306,4,2,212.0,2.0,0.0,1.0,566.0,549.0,1.0,1949.0,330,15.0,2407675967.0,372.0,10004528.0,211.0,False
987,5,216,1,2,234.0,8.0,0.0,1.0,326.0,323.0,0.0,1953.0,310,1.0,2294471684.0,71.0,10004394.0,213.0,False
981,5,240,3,2,234.0,8.0,0.0,1.0,326.0,323.0,0.0,1953.0,310,1.0,2294471684.0,71.0,10004394.0,213.0,False
988,18,110,0,6,622.0,38.0,0.0,1.0,242.0,241.0,0.0,1981.0,310,6.0,1385557032.0,88.0,10001893.0,620.0,False
832,18,115,0,6,622.0,38.0,0.0,1.0,242.0,241.0,0.0,1981.0,310,6.0,1385557032.0,88.0,10001893.0,620.0,False
989,11,132135,646,4,422.0,0.0,132.0,1.0,244275.0,224209.0,339.0,1878.0,130,0.0,1894266579.0,10.0,10002116.0,0.0,True
1194,11,131353,643,4,422.0,0.0,132.0,1.0,244275.0,224209.0,339.0,1878.0,130,0.0,1894266579.0,10.0,10002116.0,0.0,True
990,12,482,4,4,432.0,30.0,143.0,1.0,839.0,833.0,0.0,1951.0,310,6.0,1892964165.0,89.0,10002228.0,0.0,False
623,12,480,2,4,432.0,30.0,143.0,1.0,839.0,833.0,0.0,1951.0,310,6.0,1892964165.0,89.0,10002228.0,0.0,False
991,18,271,0,6,622.0,38.0,0.0,1.0,464.0,424.0,0.0,1947.0,330,15.0,1555756821.0,140.0,10001893.0,620.0,False
290,18,277,0,6,622.0,38.0,0.0,1.0,464.0,424.0,0.0,1947.0,330,15.0,1555756821.0,140.0,10001893.0,620.0,False
992,6,198,0,2,242.0,56.0,0.0,1.0,327.0,322.0,0.0,1979.0,370,19.0,2313575499.0,226.0,10004513.0,210.0,False
792,6,184,1,2,242.0,56.0,0.0,1.0,327.0,322.0,0.0,1979.0,370,19.0,2313575499.0,226.0,10004513.0,210.0,False
993,3,138,2,2,244.0,1.0,0.0,1.0,245.0,222.0,0.0,1980.0,330,15.0,2392477007.0,731.0,10004528.0,211.0,False
819,3,120,2,2,244.0,1.0,0.0,1.0,245.0,222.0,0.0,1980.0,330,15.0,2392477007.0,731.0,10004528.0,211.0,False
994,2,390,0,1,111.0,26.0,444.0,1.0,636.0,614.0,0.0,1948.0,330,15.0,2114063231.0,694.0,15000597.0,0.0,False
334,2,403,1,1,111.0,26.0,444.0,1.0,636.0,614.0,0.0,1948.0,330,15.0,2114063231.0,694.0,15000597.0,0.0,False
995,18,304,0,6,622.0,38.0,0.0,1.0,454.0,432.0,1.0,1973.0,350,0.0,1452657190.0,130.0,10001893.0,620.0,False
754,18,297,1,6,622.0,38.0,0.0,1.0,454.0,432.0,1.0,1973.0,350,0.0,1452657190.0,130.0,10001893.0,620.0,False
996,19,1151,2,7,0.0,72.0,145.0,1.0,2369.0,2292.0,11.0,1989.0,190,0.0,2010167832.0,126.0,10003262.0,0.0,False
1127,19,1134,3,7,0.0,72.0,145.0,1.0,2369.0,2292.0,11.0,1989.0,190,0.0,2010167832.0,126.0,10003262.0,0.0,False
997,19,597,0,4,421.0,20.0,141.0,1.0,1271.0,1255.0,0.0,1933.0,310,1.0,1926967776.0,50.0,10002133.0,0.0,False
127,19,593,0,4,421.0,20.0,141.0,1.0,1271.0,1255.0,0.0,1933.0,310,1.0,1926967776.0,50.0,10002133.0,0.0,False
998,18,267,0,6,625.0,54.0,0.0,1.0,440.0,427.0,1.0,1970.0,310,1.0,2171749669.0,-16.0,10001918.0,610.0,False
766,18,246,0,6,625.0,54.0,0.0,1.0,440.0,427.0,1.0,1970.0,310,1.0,2171749669.0,-16.0,10001918.0,610.0,False
999,10,119,0,4,411.0,16.0,141.0,1.0,264.0,264.0,0.0,1956.0,350,0.0,1869369644.0,26.0,10002089.0,0.0,False
733,10,114,0,4,411.0,16.0,141.0,1.0,264.0,264.0,0.0,1956.0,350,0.0,1869369644.0,26.0,10002089.0,0.0,False
1000,18,138,0,6,625.0,54.0,0.0,1.0,323.0,314.0,0.0,1983.0,370,0.0,2157948903.0,28.0,10001918.0,610.0,False
862,18,130,0,6,625.0,54.0,0.0,1.0,323.0,314.0,0.0,1983.0,370,0.0,2157948903.0,28.0,10001918.0,610.0,False
1001,2,4529,14,1,111.0,26.0,444.0,1.0,9583.0,9068.0,22.0,1960.0,180,0.0,2091262495.0,657.0,15000597.0,0.0,False
740,2,4371,11,1,111.0,26.0,444.0,1.0,9583.0,9068.0,22.0,1960.0,180,0.0,2091262495.0,657.0,15000597.0,0.0,False
1002,19,2888,8,4,421.0,20.0,141.0,1.0,6044.0,5836.0,13.0,2007.0,180,0.0,2001068308.0,81.0,10002155.0,0.0,False
